week,trend,seasonality,noise,shock,demand
0,100.0,0.0,0.009841226859860594,-0.0,100.00984122685986
1,100.05,1.4464401630638766,2.389964300067759,0.0,103.88640446313164
2,100.1,2.8717879714506926,-2.1931028428977406,-0.0,100.77868512855294
3,100.15,4.255258644510428,-7.124734710058194,-0.0,97.28052393445225
4,100.2,5.576678064525222,-3.6373662813737804,-0.0,102.13931178315144
5,100.25,6.81677696077387,-7.933172439971699,0.0,99.13360452080217
6,100.3,7.957471898889542,0.4811488207795079,-0.0,108.73862071966904
7,100.35,8.982128978053213,10.721721964436268,-0.0,120.05385094248948
8,100.4,9.875806390723877,-3.937652148410637,-0.0,106.33815424231325
9,100.45,10.625472307838518,-4.963799198559523,0.0,106.111673109279
10,100.5,11.220194912224978,3.9187364014815858,-0.0,115.63893131370656
11,100.55,11.651301809112624,2.855096065280486,11.540934946013909,126.59733282040702
12,100.6,11.912506489176648,0.8433139919831885,0.0,113.35582048115984
13,100.65,12.0,-7.443744357665637,-0.0,105.20625564233437
14,100.7,11.912506489176648,-0.23401457970618791,-0.0,112.37849190947047
15,100.75,11.651301809112626,5.5624255556663025,0.0,117.96372736477893
16,100.8,11.220194912224978,-10.753716378280656,-0.0,101.26647853394432
17,100.85,10.62547230783852,-3.6609260883217454,-0.0,107.81454621951677
18,100.9,9.875806390723877,-15.209781918406753,0.0,95.56602447231714
19,100.95,8.982128978053215,-10.316301918279809,0.0,99.61582705977341
20,101.0,7.957471898889542,-14.733880302333858,-0.0,94.22359159655568
21,101.05,6.81677696077387,-1.8807290485974502,-0.0,105.98604791217642
22,101.1,5.576678064525229,-10.139571851549626,-0.0,96.5371062129756
23,101.15,4.25525864451043,2.170114870573612,0.0,107.57537351508405
24,101.2,2.871787971450692,1.2540086929938012,-0.0,105.3257966644445
25,101.25,1.446440163063877,-1.495447557039635,-0.0,101.20099260602424
26,101.3,-3.859494359223928e-15,-20.134077686564105,0.0,81.16592231343589
27,101.35,-1.446440163063874,-4.309543166773093,-0.0,95.59401667016303
28,101.4,-2.871787971450689,-0.3880075632085759,0.0,98.14020446534074
29,101.45,-4.255258644510428,0.9064718880264605,0.0,98.10121324351603
30,101.5,-5.5766780645252165,-12.241086124043148,0.0,83.68223581143164
31,101.55,-6.816776960773867,-3.822026208271445,0.0,90.9111968309547
32,101.6,-7.95747189888954,-7.828152624453116,0.0,85.81437547665735
33,101.65,-8.982128978053213,-6.470697915404794,-0.0,86.197173106542
34,101.7,-9.875806390723877,8.48718898708863,-0.0,100.31138259636475
35,101.75,-10.625472307838514,-6.460277402655172,-0.0,84.66425028950631
36,101.8,-11.220194912224976,-0.2601736395641648,0.0,90.31963144821086
37,101.85,-11.651301809112624,7.0751189390653915,0.0,97.27381712995276
38,101.9,-11.912506489176648,-4.668803461946416,0.0,85.31869004887695
39,101.95,-12.0,-0.8936155966732771,-0.0,89.05638440332673
40,102.0,-11.912506489176648,0.8837131459958447,-0.0,90.97120665681919
41,102.05,-11.651301809112626,0.5102541940404957,-0.0,90.90895238492787
42,102.1,-11.220194912224978,-9.800446611341547,0.0,81.07935847643347
43,102.15,-10.625472307838521,0.6091218430160648,-0.0,92.13364953517755
44,102.2,-9.875806390723884,10.8705873739323,0.0,103.19478098320842
45,102.25,-8.982128978053213,-12.377157425027859,0.0,80.89071359691893
46,102.3,-7.957471898889548,6.875061504172786,-0.0,101.21758960528324
47,102.35,-6.816776960773871,0.9548322055726499,-0.0,96.48805524479877
48,102.4,-5.576678064525221,-5.131763152857771,0.0,91.69155878261701
49,102.45,-4.255258644510431,16.003332370739383,-1.6793940706635204,112.51867965556544
50,102.5,-2.8717879714506935,6.098077696677694,0.0,105.726289725227
51,102.55,-1.4464401630638837,-9.594311216841787,0.0,91.50924862009433
52,102.6,7.718988718447856e-15,0.5961298301717074,0.0,103.19612983017171
53,102.65,1.4464401630638777,4.613516669361482,0.0,108.70995683242538
54,102.7,2.8717879714506878,-1.5102570028059945,-0.0,104.06153096864469
55,102.75,4.255258644510426,5.463282137561648,0.0,112.46854078207207
56,102.8,5.576678064525216,-0.5321385611953245,-0.0,107.84453950332988
57,102.85,6.816776960773866,5.337980486674623,-0.0,115.00475744744848
58,102.9,7.957471898889542,11.508180733249215,0.0,122.36565263213876
59,102.95,8.98212897805321,-5.405298008045222,0.0,106.52683097000799
60,103.0,9.87580639072387,1.6251088831168723,-0.0,114.50091527384073
61,103.05,10.62547230783852,-3.706460612307321,-0.0,109.9690116955312
62,103.1,11.220194912224976,1.0181472898066466,-0.0,115.33834220203161
63,103.15,11.651301809112624,-9.49755622280112,-0.0,105.3037455863115
64,103.2,11.912506489176646,-4.634412772021386,0.0,110.47809371715526
65,103.25,12.0,-1.5695677824359735,0.0,113.68043221756403
66,103.3,11.912506489176648,7.190110976803262,0.0,122.40261746597992
67,103.35,11.651301809112622,9.161776059633056,-0.0,124.16307786874567
68,103.4,11.22019491222498,-10.58822233987404,-0.0,104.03197257235095
69,103.45,10.625472307838523,-6.357138927896396,-0.0,107.71833337994212
70,103.5,9.875806390723886,5.1752273805873745,-0.0,118.55103377131125
71,103.55,8.982128978053215,-15.939358273395955,-0.0,96.59277070465726
72,103.6,7.957471898889548,-3.7053589196189356,0.0,107.85211297927061
73,103.65,6.816776960773882,-0.7782954053607122,-0.0,109.68848155541318
74,103.7,5.576678064525222,10.056119818294558,0.0,119.33279788281979
75,103.75,4.255258644510433,5.515231204566045,0.0,113.52048984907648
76,103.8,2.871787971450705,-2.617707361777583,0.0,104.05408060967312
77,103.85,1.4464401630638744,-2.948607152799673,-0.0,102.3478330102642
78,103.9,4.408728476930472e-15,-2.0015632041433995,0.0,101.89843679585661
79,103.95,-1.4464401630638868,12.188235203649281,-0.0,114.6917950405854
80,104.0,-2.871787971450697,-3.4241995405829377,-0.0,97.70401248796637
81,104.05,-4.255258644510425,-2.429443106917835,-0.0,97.36529824857175
82,104.1,-5.576678064525214,2.8207125382821228,-0.0,101.3440344737569
83,104.15,-6.816776960773874,-0.966163560691641,-0.0,96.36705947853449
84,104.2,-7.9574718988895405,-1.5782738237257805,0.0,94.66425427738469
85,104.25,-8.982128978053208,-8.91253714520845,-0.0,86.35533387673834
86,104.3,-9.875806390723868,-0.09217174430838539,0.0,94.33202186496774
87,104.35,-10.625472307838509,-3.5486497837953537,0.0,90.17587790836613
88,104.4,-11.220194912224967,9.329022209521781,-0.0,102.50882729729682
89,104.45,-11.651301809112628,5.2247080216093105,-0.0,98.0234062124967
90,104.5,-11.912506489176648,-0.19314890407945787,0.0,92.39434460674389
91,104.55,-12.0,5.347048186138751,0.0,97.89704818613875
92,104.6,-11.91250648917665,-2.7189564137051954,-0.0,89.96853709711814
93,104.65,-11.651301809112628,8.417010867415575,0.0,101.41570905830295
94,104.7,-11.22019491222498,-0.04319648537301284,0.0,93.436608602402
95,104.75,-10.625472307838523,4.667058833443311,-0.0,98.79158652560479
96,104.8,-9.875806390723874,-10.327145962587897,-0.0,84.59704764668824
97,104.85,-8.982128978053215,2.773440391027438,0.0,98.64131141297422
98,104.9,-7.957471898889549,-13.505632938932333,0.0,83.43689516217812
99,104.95,-6.816776960773865,-16.28263155951946,-0.0,81.85059147970668
100,105.0,-5.576678064525224,-2.4358150216914978,0.0,96.98750691378328
101,105.05,-4.255258644510434,-7.199420860788762,0.0,93.5953204947008
102,105.1,-2.871787971450707,1.3124223656977805,0.0,103.54063439424708
103,105.15,-1.446440163063897,17.958053011888396,-0.0,121.6616128488245
104,105.2,1.5437977436895712e-14,-6.653785451296653,-0.0,98.54621454870336
105,105.25,1.4464401630638855,-4.991548691551247,-0.0,101.70489147151264
106,105.3,2.8717879714506953,1.6432315685175911,0.0,109.81501953996829
107,105.35,4.255258644510423,3.9441063312988507,-0.0,113.54936497580927
108,105.4,5.576678064525213,-1.4112485272460655,0.0,109.56542953727916
109,105.45,6.816776960773855,-1.6474426420257318,-0.0,110.61933431874812
110,105.5,7.95747189888954,5.619703640964354,0.0,119.0771755398539
111,105.55,8.982128978053206,4.159261096271187,-0.0,118.6913900743244
112,105.6,9.875806390723868,-8.26940665658951,-0.0,107.20639973413435
113,105.65,10.625472307838518,-0.6334505489267347,0.0,115.6420217589118
114,105.7,11.220194912224976,0.2822947892917931,-0.0,117.20248970151678
115,105.75,11.651301809112626,-8.435876976392883,0.0,108.96542483271975
116,105.8,11.912506489176648,2.0787128053949067,0.0,119.79121929457155
117,105.85,12.0,-6.863651817412351,-0.0,110.98634818258765
118,105.9,11.91250648917665,7.776533663336342,-0.0,125.589040152513
119,105.95,11.65130180911263,1.5419673008405792,-0.0,119.14326910995321
120,106.0,11.220194912224986,0.7144518861524023,-0.0,117.93464679837739
121,106.05,10.625472307838514,-4.728226822850192,-0.0,111.94724548498831
122,106.1,9.875806390723875,-0.9488785910215523,-0.0,115.02692779970232
123,106.15,8.982128978053215,-15.981970343256439,-0.0,99.15015863479678
124,106.2,7.95747189888955,-9.051259764184469,-0.0,105.10621213470509
125,106.25,6.816776960773883,2.9027183935100345,-0.0,115.96949535428391
126,106.3,5.5766780645252245,-17.028536334577158,-0.0,94.84814172994807
127,106.35,4.255258644510436,6.772868171849307,0.0,117.37812681635974
128,106.4,2.871787971450708,-13.96877180299127,-0.0,95.30301616845945
129,106.45,1.4464401630638986,6.0539080213141405,0.0,113.95034818437804
130,106.5,7.34788079488412e-15,-6.763976263034593,-0.0,99.73602373696542
131,106.55,-1.446440163063884,6.23192867473969,-0.0,111.3354885116758
132,106.6,-2.871787971450694,1.0476096606783984,0.0,104.7758216892277
133,106.65,-4.255258644510422,-12.29467952233191,-0.0,90.10006183315768
134,106.7,-5.57667806452523,9.993189996467638,0.0,111.11651193194241
135,106.75,-6.816776960773854,11.533657244180892,-0.0,111.46688028340704
136,106.8,-7.95747189888954,-0.5264392480016568,0.0,98.31608885310881
137,106.85,-8.98212897805322,-2.1913301773785627,-4.545660131144063,91.13088071342415
138,106.9,-9.875806390723866,-1.2789357277650908,-0.0,95.74525788151105
139,106.95,-10.625472307838518,-7.8012185822299696,0.0,88.52330910993152
140,107.0,-11.220194912224967,8.788694078055341,-0.0,104.56849916583037
141,107.05,-11.65130180911262,-4.343135453841494,0.0,91.05556273704588
142,107.1,-11.912506489176648,-0.4095233015334126,-0.0,94.77797020928993
143,107.15,-12.0,-6.346371225624349,-0.0,88.80362877437565
144,107.2,-11.91250648917665,-5.008584797761578,-0.0,90.27890871306178
145,107.25,-11.651301809112624,-10.221801213209364,0.0,85.37689697767802
146,107.3,-11.220194912224986,10.056554509715141,0.0,106.13635959749016
147,107.35,-10.625472307838525,-1.2327005856481055,-0.0,95.49182710651337
148,107.4,-9.875806390723877,7.727372949830471,-0.0,105.25156655910659
149,107.45,-8.98212897805323,0.10659677530607808,-0.0,98.57446779725285
150,107.5,-7.957471898889551,-5.555228221623153,0.0,93.9872998794873
151,107.55,-6.816776960773867,-2.6134820800180174,-0.0,98.11974095920812
152,107.6,-5.576678064525245,-4.4818484040231965,-0.0,97.54147353145156
153,107.65,-4.2552586445104374,0.06367279347930926,-0.0,103.45841414896888
154,107.7,-2.871787971450689,-3.0021347174156454,0.0,101.82607731113367
155,107.75,-1.4464401630639,-2.3993737275343867,-0.0,103.90418610940172
